day,category,total_households,total_couponed,total_non_couponed,coupon_rate,without_coupon_rate
399,pancake mixes,448,12,446,2.62,97.38
315,pancake mixes,447,10,441,2.22,97.78
287,pancake mixes,447,6,450,1.32,98.68
680,pancake mixes,447,1,456,0.22,99.78
427,pancake mixes,446,13,444,2.84,97.16
301,pancake mixes,446,10,445,2.20,97.80
587,pancake mixes,446,2,456,0.44,99.56
666,pancake mixes,445,0,461,0.00,100.00
209,pancake mixes,444,5,445,1.11,98.89
259,pancake mixes,443,13,449,2.81,97.19
85,pancake mixes,443,10,440,2.22,97.78
29,pancake mixes,442,5,445,1.11,98.89
195,pancake mixes,441,8,444,1.77,98.23
13,pancake mixes,440,4,448,0.88,99.12
622,pancake mixes,439,10,440,2.22,97.78
421,pancake mixes,438,12,441,2.65,97.35
708,pancake mixes,438,8,442,1.78,98.22
505,pancake mixes,438,8,447,1.76,98.24
141,pancake mixes,438,7,439,1.57,98.43
63,pancake mixes,437,8,440,1.79,98.21
260,pancake mixes,437,7,444,1.55,98.45
564,pancake mixes,437,5,445,1.11,98.89
98,pancake mixes,436,5,435,1.14,98.86
545,pancake mixes,435,2,442,0.45,99.55
200,pancake mixes,434,11,430,2.49,97.51
190,pancake mixes,434,7,443,1.56,98.44
482,pancake mixes,434,3,443,0.67,99.33
358,pancake mixes,432,0,441,0.00,100.00
237,pancake mixes,431,27,418,6.07,93.93
692,pancake mixes,431,17,424,3.85,96.15
512,pancake mixes,431,9,436,2.02,97.98
169,pancake mixes,431,5,438,1.13,98.87
414,pancake mixes,430,5,439,1.13,98.87
160,pancake mixes,429,6,436,1.36,98.64
20,pancake mixes,428,12,428,2.73,97.27
645,pancake mixes,428,7,426,1.62,98.38
552,pancake mixes,428,2,442,0.45,99.55
105,pancake mixes,427,9,424,2.08,97.92
454,pancake mixes,426,8,427,1.84,98.16
415,pancake mixes,425,7,428,1.61,98.39
329,pancake mixes,425,4,431,0.92,99.08
161,pancake mixes,425,4,433,0.92,99.08
316,pancake mixes,424,8,424,1.85,98.15
615,pancake mixes,423,8,429,1.83,98.17
172,pancake mixes,422,6,425,1.39,98.61
672,pancake mixes,421,1,428,0.23,99.77
493,pancake mixes,420,11,420,2.55,97.45
245,pancake mixes,419,16,413,3.73,96.27
412,pancake mixes,419,9,417,2.11,97.89
456,pancake mixes,418,8,421,1.86,98.14
683,pancake mixes,418,4,426,0.93,99.07
393,pancake mixes,417,14,415,3.26,96.74
391,pancake mixes,416,16,417,3.70,96.30
246,pancake mixes,415,19,406,4.47,95.53
50,pancake mixes,415,9,421,2.09,97.91
379,pancake mixes,414,27,392,6.44,93.56
343,pancake mixes,414,4,416,0.95,99.05
720,pancake mixes,413,9,413,2.13,97.87
434,pancake mixes,413,8,410,1.91,98.09
64,pancake mixes,412,28,394,6.64,93.36
92,pancake mixes,412,9,408,2.16,97.84
265,pancake mixes,412,6,418,1.42,98.58
652,pancake mixes,412,1,426,0.23,99.77
371,pancake mixes,412,0,420,0.00,100.00
624,pancake mixes,411,8,410,1.91,98.09
174,pancake mixes,411,6,416,1.42,98.58
428,pancake mixes,411,3,418,0.71,99.29
573,pancake mixes,410,2,419,0.48,99.52
354,pancake mixes,410,1,424,0.24,99.76
349,pancake mixes,410,1,417,0.24,99.76
218,pancake mixes,409,8,413,1.90,98.10
106,pancake mixes,409,3,416,0.72,99.28
463,pancake mixes,408,4,411,0.96,99.04
323,pancake mixes,408,3,417,0.71,99.29
510,pancake mixes,407,18,399,4.32,95.68
216,pancake mixes,406,7,408,1.69,98.31
225,pancake mixes,406,5,421,1.17,98.83
1,pancake mixes,406,3,414,0.72,99.28
273,pancake mixes,406,2,408,0.49,99.51
382,pancake mixes,405,52,357,12.71,87.29
627,pancake mixes,405,20,396,4.81,95.19
442,pancake mixes,405,6,403,1.47,98.53
356,pancake mixes,405,0,411,0.00,100.00
148,pancake mixes,404,14,399,3.39,96.61
727,pancake mixes,404,5,405,1.22,98.78
330,pancake mixes,404,3,411,0.72,99.28
608,pancake mixes,403,12,400,2.91,97.09
520,pancake mixes,403,10,408,2.39,97.61
263,pancake mixes,402,20,398,4.78,95.22
43,pancake mixes,401,6,404,1.46,98.54
629,pancake mixes,401,5,412,1.20,98.80
8,pancake mixes,401,4,407,0.97,99.03
164,pancake mixes,400,4,406,0.98,99.02
638,pancake mixes,399,6,405,1.46,98.54
288,pancake mixes,399,3,402,0.74,99.26
470,pancake mixes,398,9,398,2.21,97.79
83,pancake mixes,396,17,392,4.16,95.84
400,pancake mixes,396,11,389,2.75,97.25
650,pancake mixes,396,5,402,1.23,98.77
166,pancake mixes,396,4,402,0.99,99.01
377,pancake mixes,396,0,402,0.00,100.00
579,pancake mixes,395,1,405,0.25,99.75
440,pancake mixes,394,8,400,1.96,98.04
41,pancake mixes,393,6,396,1.49,98.51
258,pancake mixes,393,3,404,0.74,99.26
554,pancake mixes,393,1,395,0.25,99.75
233,pancake mixes,392,26,385,6.33,93.67
223,pancake mixes,392,5,399,1.24,98.76
723,pancake mixes,392,5,401,1.23,98.77
678,pancake mixes,392,1,403,0.25,99.75
526,pancake mixes,391,7,395,1.74,98.26
517,pancake mixes,390,6,399,1.48,98.52
384,pancake mixes,389,18,386,4.46,95.54
673,pancake mixes,389,3,393,0.76,99.24
445,pancake mixes,388,31,364,7.85,92.15
181,pancake mixes,388,5,388,1.27,98.73
71,pancake mixes,387,22,375,5.54,94.46
681,pancake mixes,386,1,392,0.25,99.75
631,pancake mixes,385,5,387,1.28,98.72
497,pancake mixes,384,10,382,2.55,97.45
252,pancake mixes,383,15,374,3.86,96.14
529,pancake mixes,382,28,372,7.00,93.00
314,pancake mixes,382,9,379,2.32,97.68
76,pancake mixes,381,17,372,4.37,95.63
426,pancake mixes,381,14,377,3.58,96.42
586,pancake mixes,381,1,391,0.26,99.74
118,pancake mixes,379,13,378,3.32,96.68
146,pancake mixes,379,11,379,2.82,97.18
699,pancake mixes,378,9,381,2.31,97.69
447,pancake mixes,378,7,376,1.83,98.17
419,pancake mixes,378,7,383,1.79,98.21
701,pancake mixes,377,9,372,2.36,97.64
309,pancake mixes,377,4,378,1.05,98.95
162,pancake mixes,377,2,387,0.51,99.49
583,pancake mixes,377,0,388,0.00,100.00
111,pancake mixes,376,11,372,2.87,97.13
188,pancake mixes,376,8,375,2.09,97.91
365,pancake mixes,376,1,384,0.26,99.74
501,pancake mixes,375,31,358,7.97,92.03
228,pancake mixes,375,6,385,1.53,98.47
281,pancake mixes,374,8,371,2.11,97.89
319,pancake mixes,374,4,375,1.06,98.94
163,pancake mixes,374,3,378,0.79,99.21
572,pancake mixes,374,1,395,0.25,99.75
498,pancake mixes,373,12,376,3.09,96.91
344,pancake mixes,373,0,382,0.00,100.00
222,pancake mixes,372,4,379,1.04,98.96
6,pancake mixes,372,1,385,0.26,99.74
153,pancake mixes,371,5,377,1.31,98.69
184,pancake mixes,370,9,368,2.39,97.61
308,pancake mixes,370,6,367,1.61,98.39
719,pancake mixes,370,4,374,1.06,98.94
407,pancake mixes,369,13,363,3.46,96.54
173,pancake mixes,369,7,369,1.86,98.14
221,pancake mixes,369,4,378,1.05,98.95
592,pancake mixes,368,7,370,1.86,98.14
302,pancake mixes,368,1,375,0.27,99.73
690,pancake mixes,366,18,354,4.84,95.16
27,pancake mixes,365,30,342,8.06,91.94
253,pancake mixes,365,5,366,1.35,98.65
435,pancake mixes,365,2,372,0.53,99.47
230,pancake mixes,364,4,375,1.06,98.94
46,pancake mixes,362,10,358,2.72,97.28
475,pancake mixes,362,0,370,0.00,100.00
191,pancake mixes,360,2,367,0.54,99.46
372,pancake mixes,360,0,366,0.00,100.00
133,pancake mixes,359,5,362,1.36,98.64
527,pancake mixes,358,11,355,3.01,96.99
655,pancake mixes,358,1,365,0.27,99.73
170,pancake mixes,357,4,360,1.10,98.90
363,pancake mixes,357,1,364,0.27,99.73
492,pancake mixes,356,8,360,2.17,97.83
48,pancake mixes,356,2,363,0.55,99.45
503,pancake mixes,355,15,345,4.17,95.83
614,pancake mixes,355,9,356,2.47,97.53
280,pancake mixes,355,6,358,1.65,98.35
706,pancake mixes,355,5,355,1.39,98.61
571,pancake mixes,355,1,362,0.28,99.72
417,pancake mixes,354,12,352,3.30,96.70
684,pancake mixes,354,1,363,0.27,99.73
370,pancake mixes,353,0,358,0.00,100.00
335,pancake mixes,353,0,359,0.00,100.00
659,pancake mixes,352,1,361,0.28,99.72
321,pancake mixes,352,0,359,0.00,100.00
69,pancake mixes,351,28,329,7.84,92.16
234,pancake mixes,351,22,339,6.09,93.91
606,pancake mixes,351,9,356,2.47,97.53
495,pasta sauce,351,9,429,2.05,97.95
594,pancake mixes,351,1,363,0.27,99.73
109,pancake mixes,350,21,340,5.82,94.18
424,pancake mixes,350,13,349,3.59,96.41
55,pancake mixes,350,6,349,1.69,98.31
128,pancake mixes,350,4,349,1.13,98.87
480,pancake mixes,349,7,351,1.96,98.04
235,pancake mixes,348,35,320,9.86,90.14
139,pancake mixes,348,8,346,2.26,97.74
359,pancake mixes,348,2,354,0.56,99.44
337,pancake mixes,348,0,354,0.00,100.00
712,pancake mixes,347,5,348,1.42,98.58
489,pancake mixes,346,25,334,6.96,93.04
604,pancake mixes,346,7,349,1.97,98.03
317,pancake mixes,346,5,346,1.42,98.58
558,pancake mixes,346,2,354,0.56,99.44
328,pancake mixes,346,0,351,0.00,100.00
410,pancake mixes,345,19,337,5.34,94.66
453,pancake mixes,344,3,346,0.86,99.14
590,pancake mixes,343,2,347,0.57,99.43
585,pancake mixes,343,2,348,0.57,99.43
565,pancake mixes,343,2,354,0.56,99.44
274,pancake mixes,343,0,357,0.00,100.00
643,pancake mixes,342,5,345,1.43,98.57
515,pancake mixes,342,5,348,1.42,98.58
177,pancake mixes,340,6,340,1.73,98.27
724,pancake mixes,340,4,346,1.14,98.86
563,pancake mixes,340,1,353,0.28,99.72
23,pancake mixes,339,7,343,2.00,98.00
636,pancake mixes,339,7,345,1.99,98.01
570,pancake mixes,339,1,363,0.27,99.73
90,pancake mixes,338,15,330,4.35,95.65
725,pancake mixes,337,4,345,1.15,98.85
355,pancake mixes,337,0,346,0.00,100.00
607,pancake mixes,336,10,333,2.92,97.08
548,pancake mixes,336,3,343,0.87,99.13
342,pancake mixes,336,1,343,0.29,99.71
509,pancake mixes,335,6,339,1.74,98.26
468,pancake mixes,335,6,339,1.74,98.26
405,pancake mixes,333,13,333,3.76,96.24
528,pancake mixes,333,7,332,2.06,97.94
300,pancake mixes,333,5,335,1.47,98.53
584,pancake mixes,333,3,344,0.86,99.14
324,pancake mixes,333,0,341,0.00,100.00
137,pancake mixes,332,23,314,6.82,93.18
295,pancake mixes,332,3,334,0.89,99.11
695,pancake mixes,331,11,329,3.24,96.76
506,pancake mixes,331,11,334,3.19,96.81
481,pancake mixes,331,5,340,1.45,98.55
267,pancake mixes,331,1,343,0.29,99.71
664,pancake mixes,331,1,339,0.29,99.71
485,pancake mixes,330,19,317,5.65,94.35
291,pancake mixes,330,19,319,5.62,94.38
398,pancake mixes,330,19,325,5.52,94.48
198,pancake mixes,330,6,338,1.74,98.26
617,pancake mixes,330,2,334,0.60,99.40
671,pancake mixes,330,0,337,0.00,100.00
286,pancake mixes,329,9,326,2.69,97.31
698,pancake mixes,329,9,329,2.66,97.34
691,pancake mixes,329,7,338,2.03,97.97
473,pancake mixes,328,6,329,1.79,98.21
562,pancake mixes,328,2,337,0.59,99.41
541,pancake mixes,328,1,332,0.30,99.70
688,pancake mixes,327,15,323,4.44,95.56
62,pancake mixes,327,3,332,0.90,99.10
569,pancake mixes,327,2,334,0.60,99.40
331,pancake mixes,327,0,334,0.00,100.00
613,pancake mixes,326,7,323,2.12,97.88
380,pancake mixes,324,21,313,6.29,93.71
205,pancake mixes,324,7,329,2.08,97.92
618,pancake mixes,324,1,330,0.30,99.70
352,pancake mixes,324,0,332,0.00,100.00
716,pancake mixes,323,6,331,1.78,98.22
186,pancake mixes,322,9,319,2.74,97.26
611,pancake mixes,322,8,324,2.41,97.59
578,pancake mixes,322,2,329,0.60,99.40
179,pancake mixes,321,9,320,2.74,97.26
44,pancake mixes,321,2,328,0.61,99.39
433,pancake mixes,320,8,317,2.46,97.54
704,pancake mixes,320,6,317,1.86,98.14
74,pancake mixes,319,36,288,11.11,88.89
171,pancake mixes,319,4,319,1.24,98.76
212,pancake mixes,319,2,324,0.61,99.39
351,pancake mixes,319,0,325,0.00,100.00
361,pancake mixes,319,0,328,0.00,100.00
236,pancake mixes,317,13,316,3.95,96.05
333,pancake mixes,317,6,316,1.86,98.14
557,pancake mixes,316,6,316,1.86,98.14
207,pancake mixes,316,6,317,1.86,98.14
97,pancake mixes,315,9,312,2.80,97.20
51,pancake mixes,315,2,319,0.62,99.38
657,pancake mixes,315,2,322,0.62,99.38
452,pancake mixes,313,7,313,2.19,97.81
362,pancake mixes,313,1,322,0.31,99.69
508,pancake mixes,312,15,304,4.70,95.30
16,pancake mixes,312,9,315,2.78,97.22
425,pancake mixes,312,8,309,2.52,97.48
677,pancake mixes,312,1,324,0.31,99.69
79,pancake mixes,311,6,317,1.86,98.14
580,pancake mixes,311,2,320,0.62,99.38
11,pancake mixes,311,1,314,0.32,99.68
717,pancake mixes,311,1,316,0.32,99.68
348,pancake mixes,310,1,316,0.32,99.68
555,pancake mixes,310,0,317,0.00,100.00
689,pancake mixes,309,11,307,3.46,96.54
628,pancake mixes,309,4,317,1.25,98.75
244,pancake mixes,308,13,303,4.11,95.89
19,pancake mixes,308,12,303,3.81,96.19
144,pancake mixes,308,9,311,2.81,97.19
461,pancake mixes,308,5,312,1.58,98.42
513,pancake mixes,308,3,313,0.95,99.05
543,pancake mixes,308,2,314,0.63,99.37
199,pancake mixes,308,2,317,0.63,99.37
104,pancake mixes,307,11,299,3.55,96.45
389,pancake mixes,307,9,302,2.89,97.11
25,pancake mixes,307,2,312,0.64,99.36
134,pancake mixes,307,0,316,0.00,100.00
114,pancake mixes,306,7,311,2.20,97.80
201,pancake mixes,306,4,306,1.29,98.71
726,pancake mixes,305,6,306,1.92,98.08
12,pancake mixes,305,5,304,1.62,98.38
251,pancake mixes,305,4,313,1.26,98.74
34,pancake mixes,304,4,307,1.29,98.71
206,pancake mixes,304,3,314,0.95,99.05
577,pancake mixes,304,2,311,0.64,99.36
26,pancake mixes,303,13,296,4.21,95.79
125,pancake mixes,303,6,307,1.92,98.08
149,pancake mixes,303,3,309,0.96,99.04
635,pancake mixes,303,2,307,0.65,99.35
353,pancake mixes,302,0,309,0.00,100.00
605,pancake mixes,301,7,302,2.27,97.73
214,pancake mixes,301,6,303,1.94,98.06
132,pancake mixes,301,4,309,1.28,98.72
474,pancake mixes,301,2,306,0.65,99.35
591,pancake mixes,301,1,305,0.33,99.67
383,pancake mixes,300,21,284,6.89,93.11
2,pancake mixes,300,3,301,0.99,99.01
457,pancake mixes,300,2,301,0.66,99.34
151,pancake mixes,299,4,301,1.31,98.69
4,pancake mixes,299,3,299,0.99,99.01
660,pancake mixes,299,2,308,0.65,99.35
373,pancake mixes,299,1,303,0.33,99.67
697,pancake mixes,298,12,295,3.91,96.09
634,pancake mixes,298,11,294,3.61,96.39
75,pancake mixes,298,5,299,1.64,98.36
131,pasta sauce,297,13,340,3.68,96.32
450,pancake mixes,297,5,299,1.64,98.36
89,pancake mixes,296,16,291,5.21,94.79
702,pancake mixes,296,9,294,2.97,97.03
180,pancake mixes,296,5,296,1.66,98.34
215,pancake mixes,296,1,303,0.33,99.67
416,pancake mixes,295,5,304,1.62,98.38
240,pancake mixes,294,11,290,3.65,96.35
261,pancake mixes,294,10,292,3.31,96.69
646,pancake mixes,294,4,297,1.33,98.67
388,pancake mixes,293,13,286,4.35,95.65
576,pancake mixes,293,2,304,0.65,99.35
544,pancake mixes,293,1,298,0.33,99.67
478,pancake mixes,293,0,301,0.00,100.00
487,pancake mixes,292,34,265,11.37,88.63
648,pancake mixes,292,10,292,3.31,96.69
293,pancake mixes,292,3,295,1.01,98.99
264,pancake mixes,290,6,294,2.00,98.00
444,pancake mixes,289,6,288,2.04,97.96
709,pancake mixes,289,6,292,2.01,97.99
257,pancake mixes,288,6,290,2.03,97.97
194,pancake mixes,287,5,285,1.72,98.28
471,pancake mixes,287,3,292,1.02,98.98
325,pancake mixes,287,0,295,0.00,100.00
262,pancake mixes,286,9,283,3.08,96.92
381,pancake mixes,285,20,277,6.73,93.27
72,pancake mixes,285,14,283,4.71,95.29
451,pancake mixes,285,3,290,1.02,98.98
625,pancake mixes,285,2,293,0.68,99.32
394,pancake mixes,284,10,280,3.45,96.55
612,pancake mixes,284,2,287,0.69,99.31
268,pancake mixes,283,5,286,1.72,98.28
213,pancake mixes,283,3,286,1.04,98.96
86,pancake mixes,282,9,278,3.14,96.86
710,pancake mixes,282,3,283,1.05,98.95
422,pancake mixes,281,9,281,3.10,96.90
53,pancake mixes,281,5,281,1.75,98.25
347,pancake mixes,281,5,281,1.75,98.25
193,pancake mixes,281,5,289,1.70,98.30
632,pancake mixes,281,1,296,0.34,99.66
340,pancake mixes,281,1,289,0.34,99.66
121,pancake mixes,280,8,276,2.82,97.18
81,pancake mixes,279,14,273,4.88,95.12
110,pancake mixes,279,7,280,2.44,97.56
272,pancake mixes,279,5,276,1.78,98.22
705,pancake mixes,279,5,281,1.75,98.25
479,pancake mixes,279,5,282,1.74,98.26
289,pancake mixes,279,4,284,1.39,98.61
326,pancake mixes,279,3,280,1.06,98.94
208,pancake mixes,279,3,283,1.05,98.95
345,pancake mixes,279,3,285,1.04,98.96
593,pancake mixes,279,0,287,0.00,100.00
459,pancake mixes,278,10,271,3.56,96.44
40,pancake mixes,278,7,281,2.43,97.57
418,pancake mixes,278,2,283,0.70,99.30
279,pancake mixes,277,5,280,1.75,98.25
551,pancake mixes,277,4,281,1.40,98.60
653,pancake mixes,277,0,283,0.00,100.00
703,pancake mixes,276,6,277,2.12,97.88
696,pancake mixes,276,4,280,1.41,98.59
682,pancake mixes,276,1,284,0.35,99.65
396,pancake mixes,274,16,264,5.71,94.29
369,pancake mixes,274,1,283,0.35,99.65
366,pancake mixes,274,0,282,0.00,100.00
390,pancake mixes,273,12,263,4.36,95.64
107,pancake mixes,273,7,269,2.54,97.46
247,pancake mixes,273,6,276,2.13,97.87
185,pancake mixes,272,9,265,3.28,96.72
387,pancake mixes,272,9,270,3.23,96.77
117,pancake mixes,272,7,266,2.56,97.44
411,pancake mixes,272,6,275,2.14,97.86
711,pancake mixes,271,8,266,2.92,97.08
115,pancake mixes,271,8,273,2.85,97.15
507,pancake mixes,271,6,272,2.16,97.84
152,pancake mixes,271,3,274,1.08,98.92
367,pancake mixes,271,0,273,0.00,100.00
3,pancake mixes,271,0,279,0.00,100.00
88,pancake mixes,270,19,262,6.76,93.24
307,pancake mixes,270,5,271,1.81,98.19
621,pancake mixes,270,2,276,0.72,99.28
17,pancake mixes,269,9,269,3.24,96.76
502,pancake mixes,269,8,268,2.90,97.10
226,pancake mixes,269,5,272,1.81,98.19
67,pancake mixes,268,22,258,7.86,92.14
401,pancake mixes,268,7,267,2.55,97.45
135,pancake mixes,268,5,266,1.85,98.15
550,pancake mixes,268,5,274,1.79,98.21
219,pancake mixes,268,1,274,0.36,99.64
327,pancake mixes,267,2,269,0.74,99.26
662,pancake mixes,267,1,271,0.37,99.63
65,pancake mixes,266,16,256,5.88,94.12
516,pancake mixes,266,12,262,4.38,95.62
514,pancake mixes,266,10,263,3.66,96.34
142,pancake mixes,266,5,266,1.85,98.15
220,pancake mixes,266,3,273,1.09,98.91
334,pancake mixes,266,2,273,0.73,99.27
488,pancake mixes,265,19,254,6.96,93.04
486,pancake mixes,265,14,259,5.13,94.87
242,pancake mixes,264,13,257,4.81,95.19
641,pancake mixes,264,8,264,2.94,97.06
150,pancake mixes,264,6,267,2.20,97.80
368,pancake mixes,264,1,267,0.37,99.63
460,pancake mixes,263,10,257,3.75,96.25
669,pancake mixes,263,2,271,0.73,99.27
250,pancake mixes,262,5,267,1.84,98.16
458,pancake mixes,262,1,269,0.37,99.63
318,pancake mixes,262,0,266,0.00,100.00
82,pancake mixes,261,15,253,5.60,94.40
178,pancake mixes,261,8,258,3.01,96.99
549,pancake mixes,261,1,265,0.38,99.62
346,pancake mixes,261,0,265,0.00,100.00
9,pancake mixes,260,2,263,0.75,99.25
667,pancake mixes,260,2,265,0.75,99.25
30,pancake mixes,260,1,269,0.37,99.63
249,pancake mixes,259,11,249,4.23,95.77
429,pancake mixes,259,7,258,2.64,97.36
649,pancake mixes,259,4,265,1.49,98.51
639,pancake mixes,259,3,260,1.14,98.86
33,pancake mixes,258,9,255,3.41,96.59
313,pancake mixes,258,8,258,3.01,96.99
103,pancake mixes,258,7,255,2.67,97.33
24,pancake mixes,257,3,259,1.15,98.85
674,pancake mixes,257,0,260,0.00,100.00
299,pancake mixes,256,9,247,3.52,96.48
256,pancake mixes,256,8,252,3.08,96.92
143,pancake mixes,256,7,253,2.69,97.31
496,pancake mixes,255,2,256,0.78,99.22
633,pancake mixes,255,1,262,0.38,99.62
5,pancake mixes,255,1,264,0.38,99.62
375,pancake mixes,255,0,260,0.00,100.00
306,pancake mixes,254,11,252,4.18,95.82
499,pancake mixes,254,10,251,3.83,96.17
626,pancake mixes,254,3,255,1.16,98.84
310,pancake mixes,254,3,256,1.16,98.84
556,pancake mixes,254,1,257,0.39,99.61
542,pancake mixes,254,1,263,0.38,99.62
332,pancake mixes,254,0,263,0.00,100.00
443,pancake mixes,253,9,252,3.45,96.55
298,pancake mixes,253,6,253,2.32,97.68
80,pancake mixes,252,7,253,2.69,97.31
123,pancake mixes,252,6,249,2.35,97.65
58,pancake mixes,252,2,260,0.76,99.24
676,pancake mixes,252,1,257,0.39,99.61
10,pancake mixes,252,0,261,0.00,100.00
93,pancake mixes,251,7,248,2.75,97.25
360,pancake mixes,251,2,253,0.78,99.22
187,pancake mixes,250,5,252,1.95,98.05
192,pancake mixes,250,2,255,0.78,99.22
647,pancake mixes,250,2,259,0.77,99.23
116,pancake mixes,249,13,236,5.22,94.78
397,pancake mixes,249,9,245,3.54,96.46
96,pancake mixes,249,8,247,3.14,96.86
297,pancake mixes,249,2,255,0.78,99.22
339,pancake mixes,249,1,255,0.39,99.61
376,pancake mixes,249,0,254,0.00,100.00
61,pancake mixes,248,4,249,1.58,98.42
642,pancake mixes,248,4,249,1.58,98.42
296,pancake mixes,248,1,256,0.39,99.61
341,pancake mixes,248,0,261,0.00,100.00
312,pancake mixes,247,11,241,4.37,95.63
275,pancake mixes,247,3,247,1.20,98.80
338,pancake mixes,247,2,251,0.79,99.21
656,pancake mixes,247,1,250,0.40,99.60
438,pancake mixes,246,4,248,1.59,98.41
145,pancake mixes,246,3,245,1.21,98.79
303,pancake mixes,245,5,246,1.99,98.01
436,pancake mixes,245,4,245,1.61,98.39
94,pancake mixes,244,7,239,2.85,97.15
663,pancake mixes,244,3,250,1.19,98.81
320,pancake mixes,244,2,248,0.80,99.20
654,pancake mixes,244,2,251,0.79,99.21
661,pancake mixes,244,0,253,0.00,100.00
466,pancake mixes,243,7,241,2.82,97.18
60,pancake mixes,243,7,242,2.81,97.19
54,pancake mixes,243,6,244,2.40,97.60
87,pancake mixes,242,7,248,2.75,97.25
108,pancake mixes,242,6,245,2.39,97.61
32,pancake mixes,242,5,239,2.05,97.95
37,pancake mixes,240,7,235,2.89,97.11
122,pancake mixes,240,7,236,2.88,97.12
446,pancake mixes,240,6,241,2.43,97.57
52,pancake mixes,240,5,245,2.00,98.00
39,pancake mixes,240,2,241,0.82,99.18
408,pancake mixes,237,7,237,2.87,97.13
675,pancake mixes,237,0,245,0.00,100.00
439,pancake mixes,236,12,229,4.98,95.02
102,pancake mixes,236,7,234,2.90,97.10
45,pancake mixes,236,6,237,2.47,97.53
59,pancake mixes,236,6,245,2.39,97.61
670,pancake mixes,236,0,245,0.00,100.00
282,pancake mixes,235,2,241,0.82,99.18
620,pancake mixes,234,9,229,3.78,96.22
270,pancake mixes,234,1,239,0.42,99.58
68,pancake mixes,233,26,211,10.97,89.03
73,pancake mixes,233,20,216,8.47,91.53
100,pancake mixes,233,8,228,3.39,96.61
124,pancake mixes,233,6,232,2.52,97.48
255,pancake mixes,233,4,236,1.67,98.33
395,pancake mixes,232,6,232,2.52,97.48
254,pancake mixes,232,5,231,2.12,97.88
229,pancake mixes,232,1,237,0.42,99.58
305,pancake mixes,231,4,229,1.72,98.28
285,pancake mixes,231,4,230,1.71,98.29
277,pancake mixes,231,4,233,1.69,98.31
472,pancake mixes,231,2,234,0.85,99.15
227,pancake mixes,231,2,243,0.82,99.18
374,pancake mixes,230,0,232,0.00,100.00
101,pancake mixes,229,4,232,1.69,98.31
432,pancake mixes,229,3,232,1.28,98.72
403,pancake mixes,227,11,219,4.78,95.22
271,pancake mixes,225,2,228,0.87,99.13
269,pancake mixes,225,1,229,0.43,99.57
402,pancake mixes,224,10,224,4.27,95.73
95,pancake mixes,224,6,227,2.58,97.42
404,pancake mixes,223,10,217,4.41,95.59
243,pancake mixes,223,9,217,3.98,96.02
241,pancake mixes,222,9,219,3.95,96.05
423,pancake mixes,222,8,220,3.51,96.49
431,pancake mixes,221,10,217,4.41,95.59
292,pancake mixes,221,5,225,2.17,97.83
47,pancake mixes,221,4,218,1.80,98.20
31,pancake mixes,221,3,219,1.35,98.65
500,pancake mixes,214,10,205,4.65,95.35
66,pancake mixes,212,16,197,7.51,92.49
38,pancake mixes,212,5,211,2.31,97.69
467,pancake mixes,211,14,201,6.51,93.49
136,pancake mixes,211,2,214,0.93,99.07
409,pancake mixes,209,7,205,3.30,96.70
437,pancake mixes,208,8,206,3.74,96.26
278,pancake mixes,208,4,209,1.88,98.12
668,pancake mixes,208,1,212,0.47,99.53
304,pancake mixes,207,3,212,1.40,98.60
138,pancake mixes,202,6,215,2.71,97.29
640,pancake mixes,202,1,206,0.48,99.52
464,pancake mixes,199,3,202,1.46,98.54
290,pancake mixes,198,6,193,3.02,96.98
284,pancake mixes,198,4,197,1.99,98.01
311,pancake mixes,197,4,196,2.00,98.00
619,pancake mixes,195,4,197,1.99,98.01
465,pancake mixes,189,1,191,0.52,99.48
248,pancake mixes,189,1,196,0.51,99.49
276,pancake mixes,188,6,188,3.09,96.91
131,pancake mixes,182,0,184,0.00,100.00
430,pancake mixes,181,3,185,1.60,98.40
283,pancake mixes,176,1,180,0.55,99.45
495,pancake mixes,155,3,152,1.94,98.06
